study_accession,sample_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,fastq_ftp,fastq_galaxy,submitted_ftp,submitted_galaxy,sra_ftp,sra_galaxy,cram_index_ftp,cram_index_galaxy
PRJEB25226,SAMEA103886809,ERS2495885,ERX2403595,ERR2353681,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353681/ERR2353681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353681/ERR2353681_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353681/ERR2353681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353681/ERR2353681_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_3_IL-TP-007_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_3_IL-TP-007_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_3_IL-TP-007_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_3_IL-TP-007_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353681,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353681,,
PRJEB25226,SAMEA103886925,ERS2495921,ERX2403596,ERR2353691,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353691/ERR2353691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353691/ERR2353691_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353691/ERR2353691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353691/ERR2353691_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-005_TP-D5-007_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-005_TP-D5-007_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-005_TP-D5-007_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-005_TP-D5-007_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353691,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353691,,
PRJEB25226,SAMEA103887167,ERS2495779,ERX2403598,ERR2353701,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353701/ERR2353701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353701/ERR2353701_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353701/ERR2353701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353701/ERR2353701_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150715_D00248_0103_AC75KUANXX_7_IL-TP-012_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150715_D00248_0103_AC75KUANXX_7_IL-TP-012_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150715_D00248_0103_AC75KUANXX_7_IL-TP-012_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150715_D00248_0103_AC75KUANXX_7_IL-TP-012_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353701,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353701,,
PRJEB25226,SAMEA103886799,ERS2495954,ERX2403599,ERR2353711,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353711/ERR2353711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353711/ERR2353711_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353711/ERR2353711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353711/ERR2353711_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_4_IL-TP-021_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_4_IL-TP-021_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_4_IL-TP-021_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_4_IL-TP-021_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353711,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353711,,
PRJEB25226,SAMEA104381195,ERS2495800,ERX2403600,ERR2353721,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353721/ERR2353721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353721/ERR2353721_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353721/ERR2353721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353721/ERR2353721_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_2_IL-TP-001_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_2_IL-TP-001_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_2_IL-TP-001_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_2_IL-TP-001_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353721,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353721,,
PRJEB25226,SAMEA103887045,ERS2495773,ERX2403601,ERR2353731,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353731/ERR2353731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353731/ERR2353731_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353731/ERR2353731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353731/ERR2353731_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_1_IL-TP-022_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_1_IL-TP-022_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_1_IL-TP-022_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_1_IL-TP-022_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353731,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353731,,
PRJEB25226,SAMEA103886803,ERS2495922,ERX2403603,ERR2353741,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353741/ERR2353741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353741/ERR2353741_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353741/ERR2353741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353741/ERR2353741_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_4_TP-D7-006_TP-D5-001_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_4_TP-D7-006_TP-D5-001_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_4_TP-D7-006_TP-D5-001_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_4_TP-D7-006_TP-D5-001_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353741,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353741,,
PRJEB25226,SAMEA103886651,ERS2495969,ERX2403605,ERR2353751,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353751/ERR2353751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353751/ERR2353751_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353751/ERR2353751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353751/ERR2353751_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_8_TP-D7-006_TP-D5-003_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_8_TP-D7-006_TP-D5-003_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_8_TP-D7-006_TP-D5-003_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_8_TP-D7-006_TP-D5-003_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353751,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353751,,
PRJEB25226,SAMEA103886867,ERS2495842,ERX2403607,ERR2353761,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353761/ERR2353761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353761/ERR2353761_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353761/ERR2353761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353761/ERR2353761_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-006_TP-D5-004_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-006_TP-D5-004_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-006_TP-D5-004_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-006_TP-D5-004_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353761,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353761,,
PRJEB25226,SAMEA103886695,ERS2495932,ERX2403608,ERR2353771,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353771/ERR2353771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353771/ERR2353771_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353771/ERR2353771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353771/ERR2353771_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-006_TP-D5-006_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-006_TP-D5-006_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-006_TP-D5-006_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-006_TP-D5-006_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353771,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353771,,
PRJEB25226,SAMEA103886890,ERS2495966,ERX2403609,ERR2353781,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353781/ERR2353781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353781/ERR2353781_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353781/ERR2353781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353781/ERR2353781_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-006_TP-D5-007_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-006_TP-D5-007_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-006_TP-D5-007_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-006_TP-D5-007_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353781,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353781,,
PRJEB25226,SAMEA103887175,ERS2495788,ERX2403586,ERR2353791,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353791/ERR2353791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353791/ERR2353791_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353791/ERR2353791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353791/ERR2353791_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-007_TP-D5-007_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-007_TP-D5-007_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-007_TP-D5-007_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_5_TP-D7-007_TP-D5-007_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353791,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353791,,
PRJEB25226,SAMEA103886660,ERS2495979,ERX2403611,ERR2353801,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353801/ERR2353801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353801/ERR2353801_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353801/ERR2353801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353801/ERR2353801_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_4_IL-TP-023_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_4_IL-TP-023_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_4_IL-TP-023_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150723_D00248_0105_AC75KJANXX_4_IL-TP-023_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353801,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353801,,
PRJEB25226,SAMEA103887094,ERS2495965,ERX2403612,ERR2353811,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353811/ERR2353811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353811/ERR2353811_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353811/ERR2353811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353811/ERR2353811_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0119_BC7HNYANXX_1_TP-D7-007_TP-D5-001_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0119_BC7HNYANXX_1_TP-D7-007_TP-D5-001_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0119_BC7HNYANXX_1_TP-D7-007_TP-D5-001_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0119_BC7HNYANXX_1_TP-D7-007_TP-D5-001_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353811,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353811,,
PRJEB25226,SAMEA103887196,ERS2495981,ERX2403613,ERR2353821,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353821/ERR2353821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353821/ERR2353821_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353821/ERR2353821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353821/ERR2353821_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0119_BC7HNYANXX_1_TP-D7-007_TP-D5-006_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0119_BC7HNYANXX_1_TP-D7-007_TP-D5-006_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0119_BC7HNYANXX_1_TP-D7-007_TP-D5-006_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0119_BC7HNYANXX_1_TP-D7-007_TP-D5-006_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353821,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353821,,
PRJEB25226,SAMEA103886475,ERS2495906,ERX2403615,ERR2353831,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353831/ERR2353831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353831/ERR2353831_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353831/ERR2353831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353831/ERR2353831_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-007_TP-D5-003_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-007_TP-D5-003_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-007_TP-D5-003_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_7_TP-D7-007_TP-D5-003_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353831,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353831,,
PRJEB25226,SAMEA103887219,ERS2495924,ERX2403616,ERR2353841,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353841/ERR2353841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353841/ERR2353841_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353841/ERR2353841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353841/ERR2353841_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150715_D00248_0103_AC75KUANXX_7_IL-TP-025_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150715_D00248_0103_AC75KUANXX_7_IL-TP-025_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150715_D00248_0103_AC75KUANXX_7_IL-TP-025_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150715_D00248_0103_AC75KUANXX_7_IL-TP-025_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353841,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353841,,
PRJEB25226,SAMEA103886962,ERS2495869,ERX2403617,ERR2353851,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353851/ERR2353851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353851/ERR2353851_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353851/ERR2353851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353851/ERR2353851_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_4_TP-D7-007_TP-D5-004_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_4_TP-D7-007_TP-D5-004_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_4_TP-D7-007_TP-D5-004_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/150910_D00248_0118_AC7GWEANXX_4_TP-D7-007_TP-D5-004_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353851,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353851,,
PRJEB25226,SAMEA103886404,ERS2495792,ERX2403619,ERR2353861,89462,Bubalus bubalis,Illumina HiSeq 2500,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353861/ERR2353861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353861/ERR2353861_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353861/ERR2353861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2353861/ERR2353861_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/160609_D00248_0176_AC9HJWANXX_7_TP-D7-008_TP-D5-004_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/160609_D00248_0176_AC9HJWANXX_7_TP-D7-008_TP-D5-004_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/160609_D00248_0176_AC9HJWANXX_7_TP-D7-008_TP-D5-004_1.sanfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA123/ERA1230280/fastq/160609_D00248_0176_AC9HJWANXX_7_TP-D7-008_TP-D5-004_2.sanfastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353861,ftp.sra.ebi.ac.uk/vol1/err/ERR235/001/ERR2353861,,
